name,recclass,mass (g),year,reclat,reclong
Yamato 791212,H4/5,104.79,01/01/1979 12:00:00 AM,-71.500000,35.666670
Yamato 791213,H4/5,76.95,01/01/1979 12:00:00 AM,-71.500000,35.666670
Yamato 791214,H4/5,88.21,01/01/1979 12:00:00 AM,-71.500000,35.666670
Yamato 791215,H4/5,64.5,01/01/1979 12:00:00 AM,-71.500000,35.666670
Yamato 791216,H4/5,130,01/01/1979 12:00:00 AM,-71.500000,35.666670
Yamato 791217,H4,157.31,01/01/1979 12:00:00 AM,-71.500000,35.666670
Yamato 791218,H4,40.04,01/01/1979 12:00:00 AM,-71.500000,35.666670
Yamato 791219,H4/5,22.8,01/01/1979 12:00:00 AM,-71.500000,35.666670
Yamato 791220,H4/5,31.03,01/01/1979 12:00:00 AM,-71.500000,35.666670
Yamato 791221,H4/5,43.66,01/01/1979 12:00:00 AM,-71.500000,35.666670
Yamato 791222,H4/5,40.57,01/01/1979 12:00:00 AM,-71.500000,35.666670
Yamato 791223,H4/5,31.21,01/01/1979 12:00:00 AM,-71.500000,35.666670
Yamato 791224,H4/5,26.51,01/01/1979 12:00:00 AM,-71.500000,35.666670
Yamato 791225,H4/5,22.91,01/01/1979 12:00:00 AM,-71.500000,35.666670
Yamato 791226,H4/5,24.86,01/01/1979 12:00:00 AM,-71.500000,35.666670
Yamato 791227,H4/5,18.829999999999998,01/01/1979 12:00:00 AM,-71.500000,35.666670
Yamato 791228,H4/5,22.92,01/01/1979 12:00:00 AM,-71.500000,35.666670
Yamato 791229,H4/5,24.64,01/01/1979 12:00:00 AM,-71.500000,35.666670
Yamato 791230,H4/5,16.11,01/01/1979 12:00:00 AM,-71.500000,35.666670
Yamato 791231,H4/5,12.74,01/01/1979 12:00:00 AM,-71.500000,35.666670
Yamato 791232,H4/5,18.690000000000001,01/01/1979 12:00:00 AM,-71.500000,35.666670
Yamato 791233,H4/5,20.46,01/01/1979 12:00:00 AM,-71.500000,35.666670
Yamato 791234,H4/5,14.08,01/01/1979 12:00:00 AM,-71.500000,35.666670
Yamato 791235,H4/5,10.65,01/01/1979 12:00:00 AM,-71.500000,35.666670
Yamato 791236,H4/5,19.350000000000001,01/01/1979 12:00:00 AM,-71.500000,35.666670
Yamato 791237,H4/5,10.14,01/01/1979 12:00:00 AM,-71.500000,35.666670
Yamato 791238,H4/5,11.68,01/01/1979 12:00:00 AM,-71.500000,35.666670
Yamato 791239,H4/5,8.039999999999999,01/01/1979 12:00:00 AM,-71.500000,35.666670
Yamato 791240,H4/5,7.92,01/01/1979 12:00:00 AM,-71.500000,35.666670
Yamato 791241,H4/5,10.73,01/01/1979 12:00:00 AM,-71.500000,35.666670
Yamato 791242,H4/5,8.52,01/01/1979 12:00:00 AM,-71.500000,35.666670
Yamato 791243,H4/5,9.75,01/01/1979 12:00:00 AM,-71.500000,35.666670
Yamato 791244,H4/5,5.85,01/01/1979 12:00:00 AM,-71.500000,35.666670
Yamato 791245,H4/5,7.54,01/01/1979 12:00:00 AM,-71.500000,35.666670
Yamato 791246,H4/5,11.01,01/01/1979 12:00:00 AM,-71.500000,35.666670
Yamato 791247,H4/5,5.84,01/01/1979 12:00:00 AM,-71.500000,35.666670
Yamato 791248,H4/5,6.45,01/01/1979 12:00:00 AM,-71.500000,35.666670
Yamato 791249,H4/5,9.029999999999999,01/01/1979 12:00:00 AM,-71.500000,35.666670
Yamato 791250,H4/5,6.78,01/01/1979 12:00:00 AM,-71.500000,35.666670
Yamato 791251,H4/5,6.61,01/01/1979 12:00:00 AM,-71.500000,35.666670
Yamato 791252,H4/5,6.44,01/01/1979 12:00:00 AM,-71.500000,35.666670
Yamato 791253,H4/5,6.54,01/01/1979 12:00:00 AM,-71.500000,35.666670
Yamato 791254,H4/5,6.22,01/01/1979 12:00:00 AM,-71.500000,35.666670
Yamato 791255,H6,10.4,01/01/1979 12:00:00 AM,-71.500000,35.666670
Yamato 791256,H4/5,5.62,01/01/1979 12:00:00 AM,-71.500000,35.666670
Yamato 791257,H4/5,6.86,01/01/1979 12:00:00 AM,-71.500000,35.666670
Yamato 791258,H4/5,7.77,01/01/1979 12:00:00 AM,-71.500000,35.666670
Yamato 791259,H4/5,6.3,01/01/1979 12:00:00 AM,-71.500000,35.666670
Yamato 791260,H4/5,5.99,01/01/1979 12:00:00 AM,-71.500000,35.666670
Yamato 791261,H4/5,4.46,01/01/1979 12:00:00 AM,-71.500000,35.666670
Yamato 791262,H4/5,5.62,01/01/1979 12:00:00 AM,-71.500000,35.666670
Yamato 791263,H4/5,5.27,01/01/1979 12:00:00 AM,-71.500000,35.666670
Yamato 791264,H4/5,4.22,01/01/1979 12:00:00 AM,-71.500000,35.666670
Yamato 791265,H4/5,5.37,01/01/1979 12:00:00 AM,-71.500000,35.666670
Yamato 791266,H4/5,4.4,01/01/1979 12:00:00 AM,-71.500000,35.666670
Yamato 791267,H4/5,3.86,01/01/1979 12:00:00 AM,-71.500000,35.666670
Yamato 791268,H4/5,5.31,01/01/1979 12:00:00 AM,-71.500000,35.666670
Yamato 791269,H4/5,4.14,01/01/1979 12:00:00 AM,-71.500000,35.666670
Yamato 791270,L6,3.53,01/01/1979 12:00:00 AM,-71.500000,35.666670
Yamato 791271,H4/5,4.74,01/01/1979 12:00:00 AM,-71.500000,35.666670
Yamato 791272,H4/5,4.03,01/01/1979 12:00:00 AM,-71.500000,35.666670
Yamato 791273,H4/5,4.49,01/01/1979 12:00:00 AM,-71.500000,35.666670
Yamato 791274,H4/5,3.72,01/01/1979 12:00:00 AM,-71.500000,35.666670
Yamato 791275,H4/5,4.5,01/01/1979 12:00:00 AM,-71.500000,35.666670
Yamato 791276,H4/5,3.56,01/01/1979 12:00:00 AM,-71.500000,35.666670
Yamato 791277,H4/5,4.1,01/01/1979 12:00:00 AM,-71.500000,35.666670
Yamato 791278,H4/5,2.62,01/01/1979 12:00:00 AM,-71.500000,35.666670
Yamato 791279,H4/5,2.67,01/01/1979 12:00:00 AM,-71.500000,35.666670
Yamato 791280,H4/5,3.04,01/01/1979 12:00:00 AM,-71.500000,35.666670
Yamato 791281,H4/5,3.82,01/01/1979 12:00:00 AM,-71.500000,35.666670
Yamato 791282,H4/5,3.29,01/01/1979 12:00:00 AM,-71.500000,35.666670
Yamato 791283,H4/5,5.11,01/01/1979 12:00:00 AM,-71.500000,35.666670
Yamato 791284,H4/5,4.03,01/01/1979 12:00:00 AM,-71.500000,35.666670
Yamato 791285,H4/5,4.61,01/01/1979 12:00:00 AM,-71.500000,35.666670
Yamato 791286,H4/5,3.79,01/01/1979 12:00:00 AM,-71.500000,35.666670
Yamato 791287,H4/5,2.66,01/01/1979 12:00:00 AM,-71.500000,35.666670
Yamato 791288,H4/5,2.68,01/01/1979 12:00:00 AM,-71.500000,35.666670
Yamato 791289,H4/5,3.96,01/01/1979 12:00:00 AM,-71.500000,35.666670
Yamato 791290,H4/5,2.74,01/01/1979 12:00:00 AM,-71.500000,35.666670
Yamato 791291,H4/5,2.77,01/01/1979 12:00:00 AM,-71.500000,35.666670
Yamato 791292,H4/5,2.6,01/01/1979 12:00:00 AM,-71.500000,35.666670
Yamato 791293,H4/5,2.2,01/01/1979 12:00:00 AM,-71.500000,35.666670
Yamato 791294,H4/5,3.5,01/01/1979 12:00:00 AM,-71.500000,35.666670
Yamato 791295,H4/5,3.99,01/01/1979 12:00:00 AM,-71.500000,35.666670
Yamato 791296,H4/5,3.6,01/01/1979 12:00:00 AM,-71.500000,35.666670
Yamato 791297,H4/5,3.93,01/01/1979 12:00:00 AM,-71.500000,35.666670
Yamato 791298,H4/5,2.69,01/01/1979 12:00:00 AM,-71.500000,35.666670
Yamato 791299,H4/5,3.72,01/01/1979 12:00:00 AM,-71.500000,35.666670
Yamato 791300,H4/5,2.37,01/01/1979 12:00:00 AM,-71.500000,35.666670
Yamato 791301,H4/5,3.06,01/01/1979 12:00:00 AM,-71.500000,35.666670
Yamato 791302,H4/5,2.39,01/01/1979 12:00:00 AM,-71.500000,35.666670
Yamato 791303,H4/5,2.49,01/01/1979 12:00:00 AM,-71.500000,35.666670
Yamato 791304,H4/5,2.48,01/01/1979 12:00:00 AM,-71.500000,35.666670
Yamato 791305,H4/5,2.81,01/01/1979 12:00:00 AM,-71.500000,35.666670
Yamato 791306,H4/5,2.51,01/01/1979 12:00:00 AM,-71.500000,35.666670
Yamato 791307,H4/5,3.07,01/01/1979 12:00:00 AM,-71.500000,35.666670
Yamato 791308,H4/5,2.84,01/01/1979 12:00:00 AM,-71.500000,35.666670
Yamato 791309,H4/5,2.58,01/01/1979 12:00:00 AM,-71.500000,35.666670
Yamato 791310,H4/5,32.049999999999997,01/01/1979 12:00:00 AM,-71.500000,35.666670
Yamato 791311,H4/5,51.73,01/01/1979 12:00:00 AM,-71.500000,35.666670
Yamato 791312,H4/5,1841,01/01/1979 12:00:00 AM,-71.500000,35.666670
Yamato 791313,H5,640,01/01/1979 12:00:00 AM,-71.500000,35.666670
Yamato 791314,H4,626,01/01/1979 12:00:00 AM,-71.500000,35.666670
Yamato 791315,H4,352.57,01/01/1979 12:00:00 AM,-71.500000,35.666670
Yamato 791316,L6,283.11,01/01/1979 12:00:00 AM,-71.500000,35.666670
Yamato 791317,L6,164.42,01/01/1979 12:00:00 AM,-71.500000,35.666670
Yamato 791318,H,265.95999999999998,01/01/1979 12:00:00 AM,-71.500000,35.666670
Yamato 791319,L,137.4,01/01/1979 12:00:00 AM,-71.500000,35.666670
Yamato 791320,H6,128.09,01/01/1979 12:00:00 AM,-71.500000,35.666670
Yamato 791321,H6,65.209999999999994,01/01/1979 12:00:00 AM,-71.500000,35.666670
Yamato 791322,L6,141.06,01/01/1979 12:00:00 AM,-71.500000,35.666670
Yamato 791323,H5,134.19999999999999,01/01/1979 12:00:00 AM,-71.500000,35.666670
Yamato 791324,LL3.15,20.67,01/01/1979 12:00:00 AM,-71.500000,35.666670
Yamato 791325,H3,9.02,01/01/1979 12:00:00 AM,-71.500000,35.666670
Yamato 791326,LL4,7,01/01/1979 12:00:00 AM,-71.500000,35.666670
Yamato 791327,H4,5.26,01/01/1979 12:00:00 AM,-71.500000,35.666670
Yamato 791328,H5,4.36,01/01/1979 12:00:00 AM,-71.500000,35.666670
Yamato 791329,H4,5.52,01/01/1979 12:00:00 AM,-71.500000,35.666670
Yamato 791330,H5,3,01/01/1979 12:00:00 AM,-71.500000,35.666670
Yamato 791331,H5,2.35,01/01/1979 12:00:00 AM,-71.500000,35.666670
Yamato 791332,L5,2.27,01/01/1979 12:00:00 AM,-71.500000,35.666670
Yamato 791333,H4,1.84,01/01/1979 12:00:00 AM,-71.500000,35.666670
Yamato 791334,H5,1.84,01/01/1979 12:00:00 AM,-71.500000,35.666670
Yamato 791335,H5,1.79,01/01/1979 12:00:00 AM,-71.500000,35.666670
Yamato 791336,H4,1.47,01/01/1979 12:00:00 AM,-71.500000,35.666670
Yamato 791337,L6,1.74,01/01/1979 12:00:00 AM,-71.500000,35.666670
Yamato 791338,H3,1.46,01/01/1979 12:00:00 AM,-71.500000,35.666670
Yamato 791339,H4,1.01,01/01/1979 12:00:00 AM,-71.500000,35.666670
Yamato 791340,H3.8,34.200000000000003,01/01/1979 12:00:00 AM,-71.500000,35.666670
Yamato 791341,L6,33.71,01/01/1979 12:00:00 AM,-71.500000,35.666670
Yamato 791342,L6,10.73,01/01/1979 12:00:00 AM,-71.500000,35.666670
Yamato 791343,L6,8.550000000000001,01/01/1979 12:00:00 AM,-71.500000,35.666670
Yamato 791344,H4,10.74,01/01/1979 12:00:00 AM,-71.500000,35.666670
Yamato 791345,H4,8.699999999999999,01/01/1979 12:00:00 AM,-71.500000,35.666670
Yamato 791346,H4,6.6,01/01/1979 12:00:00 AM,-71.500000,35.666670
Yamato 791347,H5,14.57,01/01/1979 12:00:00 AM,-71.500000,35.666670
Yamato 791348,H4,13.36,01/01/1979 12:00:00 AM,-71.500000,35.666670
Yamato 791349,H6,10.72,01/01/1979 12:00:00 AM,-71.500000,35.666670
Yamato 791350,L6,13.01,01/01/1979 12:00:00 AM,-71.500000,35.666670
Yamato 791351,H4,6.15,01/01/1979 12:00:00 AM,-71.500000,35.666670
Yamato 791352,L3,3.86,01/01/1979 12:00:00 AM,-71.500000,35.666670
Yamato 791353,H6,6.32,01/01/1979 12:00:00 AM,-71.500000,35.666670
Yamato 791354,H3,5.2,01/01/1979 12:00:00 AM,-71.500000,35.666670
Yamato 791355,H4,4.71,01/01/1979 12:00:00 AM,-71.500000,35.666670
Yamato 791356,L6,2.37,01/01/1979 12:00:00 AM,-71.500000,35.666670
Yamato 791357,L4,2.78,01/01/1979 12:00:00 AM,-71.500000,35.666670
Yamato 791358,H4,2.74,01/01/1979 12:00:00 AM,-71.500000,35.666670
Yamato 791359,H5/6,2.05,01/01/1979 12:00:00 AM,-71.500000,35.666670
Yamato 791360,H4,2.14,01/01/1979 12:00:00 AM,-71.500000,35.666670
Yamato 791362,LL6,3.42,01/01/1979 12:00:00 AM,-71.500000,35.666670
Yamato 791363,H5,6.83,01/01/1979 12:00:00 AM,-71.500000,35.666670
Yamato 791364,H5,45.04,01/01/1979 12:00:00 AM,-71.500000,35.666670
Yamato 791366,L3.7,23.04,01/01/1979 12:00:00 AM,-71.500000,35.666670
Yamato 791367,H6,15.2,01/01/1979 12:00:00 AM,-71.500000,35.666670
Yamato 791368,L6,20.55,01/01/1979 12:00:00 AM,-71.500000,35.666670
Yamato 791369,LL6,11.05,01/01/1979 12:00:00 AM,-71.500000,35.666670
Yamato 791370,H3,9.07,01/01/1979 12:00:00 AM,-71.500000,35.666670
Yamato 791371,L6,11.13,01/01/1979 12:00:00 AM,-71.500000,35.666670
Yamato 791372,H4,5.3,01/01/1979 12:00:00 AM,-71.500000,35.666670
Yamato 791373,H4,8.710000000000001,01/01/1979 12:00:00 AM,-71.500000,35.666670
Yamato 791374,L6,6.3,01/01/1979 12:00:00 AM,-71.500000,35.666670
Yamato 791375,H5,5.2,01/01/1979 12:00:00 AM,-71.500000,35.666670
Yamato 791376,L6,4.94,01/01/1979 12:00:00 AM,-71.500000,35.666670
Yamato 791377,H3,4.74,01/01/1979 12:00:00 AM,-71.500000,35.666670
Yamato 791378,LL6,2.14,01/01/1979 12:00:00 AM,-71.500000,35.666670
Yamato 791379,L6,4.49,01/01/1979 12:00:00 AM,-71.500000,35.666670
Yamato 791380,L6,6.97,01/01/1979 12:00:00 AM,-71.500000,35.666670
Yamato 791381,L4,24.41,01/01/1979 12:00:00 AM,-71.500000,35.666670
Yamato 791382,H5,16.36,01/01/1979 12:00:00 AM,-71.500000,35.666670
Yamato 791383,H4,11.96,01/01/1979 12:00:00 AM,-71.500000,35.666670
Yamato 791384,L6,12.82,01/01/1979 12:00:00 AM,-71.500000,35.666670
Yamato 791385,H4,13.63,01/01/1979 12:00:00 AM,-71.500000,35.666670
Yamato 791386,H4,3.83,01/01/1979 12:00:00 AM,-71.500000,35.666670
Yamato 791387,H3,3.92,01/01/1979 12:00:00 AM,-71.500000,35.666670
Yamato 791388,LL4,3.55,01/01/1979 12:00:00 AM,-71.500000,35.666670
Yamato 791389,H4,3.74,01/01/1979 12:00:00 AM,-71.500000,35.666670
Yamato 791390,L4,2.32,01/01/1979 12:00:00 AM,-71.500000,35.666670
Yamato 791391,L6,3.03,01/01/1979 12:00:00 AM,-71.500000,35.666670
Yamato 791392,H5,3.08,01/01/1979 12:00:00 AM,-71.500000,35.666670
Yamato 791398,H5,0.96,01/01/1979 12:00:00 AM,-71.500000,35.666670
Yamato 791399,L/LL3,0.95,01/01/1979 12:00:00 AM,-71.500000,35.666670
Yamato 791406,H4,2048,01/01/1979 12:00:00 AM,-71.500000,35.666670
Yamato 791407,H4,58.1,01/01/1979 12:00:00 AM,-71.500000,35.666670
Yamato 791408,H4,45.93,01/01/1979 12:00:00 AM,-71.500000,35.666670
Yamato 791409,H4,54.16,01/01/1979 12:00:00 AM,-71.500000,35.666670
Yamato 791410,L6,16.690000000000001,01/01/1979 12:00:00 AM,-71.500000,35.666670
Yamato 791411,H6,4.96,01/01/1979 12:00:00 AM,-71.500000,35.666670
Yamato 791412,L6,24.98,01/01/1979 12:00:00 AM,-71.500000,35.666670
Yamato 791413,L6,203.61,01/01/1979 12:00:00 AM,-71.500000,35.666670
Yamato 791414,L6,52.96,01/01/1979 12:00:00 AM,-71.500000,35.666670
Yamato 791415,L6,22.46,01/01/1979 12:00:00 AM,-71.500000,35.666670
Yamato 791417,LL6,39.68,01/01/1979 12:00:00 AM,-71.500000,35.666670
Yamato 791418,H(?)4,16.16,01/01/1979 12:00:00 AM,-71.500000,35.666670
Yamato 791419,H6,37.61,01/01/1979 12:00:00 AM,-71.500000,35.666670
Yamato 791420,H4,18.91,01/01/1979 12:00:00 AM,-71.500000,35.666670
Yamato 791421,L5-6,811,01/01/1979 12:00:00 AM,-71.500000,35.666670
Yamato 791422,Diogenite,61.8,01/01/1979 12:00:00 AM,-71.500000,35.666670
Yamato 791423,H5,3.66,01/01/1979 12:00:00 AM,-71.500000,35.666670
Yamato 791424,Howardite,10.9,01/01/1979 12:00:00 AM,-71.500000,35.666670
Yamato 791425,H4,4.36,01/01/1979 12:00:00 AM,-71.500000,35.666670
Yamato 791426,L6,1.72,01/01/1979 12:00:00 AM,-71.500000,35.666670
Yamato 791427,H5,507.05,01/01/1979 12:00:00 AM,-71.500000,35.666670
Yamato 791428,H3.7,548.94000000000005,01/01/1979 12:00:00 AM,-71.500000,35.666670
Yamato 791429,L3.7,223.53,01/01/1979 12:00:00 AM,-71.500000,35.666670
Yamato 791430,H6,45.93,01/01/1979 12:00:00 AM,-71.500000,35.666670
Yamato 791431,L6,281.60000000000002,01/01/1979 12:00:00 AM,-71.500000,35.666670
Yamato 791432,L6,221.07,01/01/1979 12:00:00 AM,-71.500000,35.666670
Yamato 791433,CO3,3.13,01/01/1979 12:00:00 AM,-71.500000,35.666670
Yamato 791434,H4,265.2,01/01/1979 12:00:00 AM,-71.500000,35.666670
Yamato 791435,H4,15.09,01/01/1979 12:00:00 AM,-71.500000,35.666670
Yamato 791436,H6,6.68,01/01/1979 12:00:00 AM,-71.500000,35.666670
Yamato 791437,H6,28.2,01/01/1979 12:00:00 AM,-71.500000,35.666670
Yamato 791438,Eucrite-mmict,20.18,01/01/1979 12:00:00 AM,-71.500000,35.666670
Yamato 791439,Eucrite-pmict,31.05,01/01/1979 12:00:00 AM,-71.500000,35.666670
Yamato 791440,L6,89.65,01/01/1979 12:00:00 AM,-71.500000,35.666670
Yamato 791441,L6,105.66,01/01/1979 12:00:00 AM,-71.500000,35.666670
Yamato 791442,L6,189.53,01/01/1979 12:00:00 AM,-71.500000,35.666670
Yamato 791443,L6,11.32,01/01/1979 12:00:00 AM,-71.500000,35.666670
Yamato 791444,H4,550.84,01/01/1979 12:00:00 AM,-71.500000,35.666670
Yamato 791445,H6,4.75,01/01/1979 12:00:00 AM,-71.500000,35.666670
Yamato 791446,H4,17.600000000000001,01/01/1979 12:00:00 AM,-71.500000,35.666670
Yamato 791447,H4,1.99,01/01/1979 12:00:00 AM,-71.500000,35.666670
Yamato 791448,Howardite,35.6,01/01/1979 12:00:00 AM,-71.500000,35.666670
Yamato 791449,L6,108.33,01/01/1979 12:00:00 AM,-71.500000,35.666670
Yamato 791450,L6,192.86,01/01/1979 12:00:00 AM,-71.500000,35.666670
Yamato 791451,L6,8.07,01/01/1979 12:00:00 AM,-71.500000,35.666670
Yamato 791452,L5,204.59,01/01/1979 12:00:00 AM,-71.500000,35.666670
Yamato 791453,H4,158.88999999999999,01/01/1979 12:00:00 AM,-71.500000,35.666670
Yamato 791454,H4,8.4,01/01/1979 12:00:00 AM,-71.500000,35.666670
Yamato 791455,L6,54.83,01/01/1979 12:00:00 AM,-71.500000,35.666670
Yamato 791456,L6,37.049999999999997,01/01/1979 12:00:00 AM,-71.500000,35.666670
Yamato 791457,H4,41.39,01/01/1979 12:00:00 AM,-71.500000,35.666670
Yamato 791458,H4,8.039999999999999,01/01/1979 12:00:00 AM,-71.500000,35.666670
Yamato 791459,L6,23.65,01/01/1979 12:00:00 AM,-71.500000,35.666670
Yamato 791460,L6,10.59,01/01/1979 12:00:00 AM,-71.500000,35.666670
Yamato 791461,L6,11.44,01/01/1979 12:00:00 AM,-71.500000,35.666670
Yamato 791462,H5,94.23,01/01/1979 12:00:00 AM,-71.500000,35.666670
Yamato 791463,L6,10.28,01/01/1979 12:00:00 AM,-71.500000,35.666670
Yamato 791464,H4,18.02,01/01/1979 12:00:00 AM,-71.500000,35.666670
Yamato 791465,H6,3.23,01/01/1979 12:00:00 AM,-71.500000,35.666670
Yamato 791466,Diogenite,21.46,01/01/1979 12:00:00 AM,-71.500000,35.666670
Yamato 791467,Diogenite,18.71,01/01/1979 12:00:00 AM,-71.500000,35.666670
Yamato 791468,H5,11.29,01/01/1979 12:00:00 AM,-71.500000,35.666670
Yamato 791469,H4,5.09,01/01/1979 12:00:00 AM,-71.500000,35.666670
Yamato 791470,H5,6.96,01/01/1979 12:00:00 AM,-71.500000,35.666670
Yamato 791471,L5,141.83000000000001,01/01/1979 12:00:00 AM,-71.500000,35.666670
Yamato 791472,H3,7,01/01/1979 12:00:00 AM,-71.500000,35.666670
Yamato 791473,H4,6.81,01/01/1979 12:00:00 AM,-71.500000,35.666670
Yamato 791474,H4/5,67.05,01/01/1979 12:00:00 AM,-71.500000,35.666670
Yamato 791475,H4/5,14.38,01/01/1979 12:00:00 AM,-71.500000,35.666670
Yamato 791476,H4/5,23.47,01/01/1979 12:00:00 AM,-71.500000,35.666670
Yamato 791477,H4/5,214.87,01/01/1979 12:00:00 AM,-71.500000,35.666670
Yamato 791478,H4,146.94999999999999,01/01/1979 12:00:00 AM,-71.500000,35.666670
Yamato 791479,H4/5,1.39,01/01/1979 12:00:00 AM,-71.500000,35.666670
Yamato 791480,H4/5,6.74,01/01/1979 12:00:00 AM,-71.500000,35.666670
Yamato 791481,H4/5,2.13,01/01/1979 12:00:00 AM,-71.500000,35.666670
Yamato 791482,H4,352.62,01/01/1979 12:00:00 AM,-71.500000,35.666670
Yamato 791483,L6,73.59,01/01/1979 12:00:00 AM,-71.500000,35.666670
Yamato 791484,L6,19.18,01/01/1979 12:00:00 AM,-71.500000,35.666670
Yamato 791485,LL4-6,3.53,01/01/1979 12:00:00 AM,-71.500000,35.666670
Yamato 791486,L6,565.51,01/01/1979 12:00:00 AM,-71.500000,35.666670
Yamato 791487,L5/6,13.95,01/01/1979 12:00:00 AM,-71.500000,35.666670
Yamato 791488,H5,8.08,01/01/1979 12:00:00 AM,-71.500000,35.666670
Yamato 791489,Howardite,5.51,01/01/1979 12:00:00 AM,-71.500000,35.666670
Yamato 791490,H5,10.09,01/01/1979 12:00:00 AM,-71.500000,35.666670
Yamato 791491,Lodranite,31.6,01/01/1979 12:00:00 AM,-71.500000,35.666670
Yamato 791492,Howardite,41.12,01/01/1979 12:00:00 AM,-71.500000,35.666670
Yamato 791493,Lodranite,5.13,01/01/1979 12:00:00 AM,-71.500000,35.666670
Yamato 791494,L5,20.88,01/01/1979 12:00:00 AM,-71.500000,35.666670
Yamato 791495,H5,45.29,01/01/1979 12:00:00 AM,-71.500000,35.666670
Yamato 791496,L4/5,5.37,01/01/1979 12:00:00 AM,-71.500000,35.666670
Yamato 791497,Howardite,7.04,01/01/1979 12:00:00 AM,-71.500000,35.666670
Yamato 791498,CR2,3.11,01/01/1979 12:00:00 AM,-71.500000,35.666670
Yamato 791499,L6,9.94,01/01/1979 12:00:00 AM,-71.500000,35.666670
Yamato 791500,H3/4,1252,01/01/1979 12:00:00 AM,-71.500000,35.666670
Yamato 791501,H4,283.10000000000002,01/01/1979 12:00:00 AM,-71.500000,35.666670
Yamato 791502,H3/4,131.02000000000001,01/01/1979 12:00:00 AM,-71.500000,35.666670
Yamato 791503,H5,55.11,01/01/1979 12:00:00 AM,-71.500000,35.666670
Yamato 791504,H4,41.55,01/01/1979 12:00:00 AM,-71.500000,35.666670
Yamato 791505,H4,31.11,01/01/1979 12:00:00 AM,-71.500000,35.666670
Yamato 791506,H5,16.62,01/01/1979 12:00:00 AM,-71.500000,35.666670
Yamato 791507,H5,12.77,01/01/1979 12:00:00 AM,-71.500000,35.666670
Yamato 791508,H5,12.81,01/01/1979 12:00:00 AM,-71.500000,35.666670
Yamato 791509,H5,9.9,01/01/1979 12:00:00 AM,-71.500000,35.666670
Yamato 791510,E5-an,9.77,01/01/1979 12:00:00 AM,-71.500000,35.666670
Yamato 791511,H5,10.34,01/01/1979 12:00:00 AM,-71.500000,35.666670
Yamato 791512,H5,4.69,01/01/1979 12:00:00 AM,-71.500000,35.666670
Yamato 791513,H5,3.97,01/01/1979 12:00:00 AM,-71.500000,35.666670
Yamato 791514,H5,1.63,01/01/1979 12:00:00 AM,-71.500000,35.666670
Yamato 791515,H5,2.21,01/01/1979 12:00:00 AM,-71.500000,35.666670
Yamato 791516,L6,89.18,01/01/1979 12:00:00 AM,-71.500000,35.666670
Yamato 791517,L6,17.12,01/01/1979 12:00:00 AM,-71.500000,35.666670
Yamato 791518,L6,6.42,01/01/1979 12:00:00 AM,-71.500000,35.666670
Yamato 791519,H4,26.89,01/01/1979 12:00:00 AM,-71.500000,35.666670
Yamato 791520,L4,2.85,01/01/1979 12:00:00 AM,-71.500000,35.666670
Yamato 791521,L4,2.82,01/01/1979 12:00:00 AM,-71.500000,35.666670
Yamato 791522,L4,2.48,01/01/1979 12:00:00 AM,-71.500000,35.666670
Yamato 791523,L6,0.82,01/01/1979 12:00:00 AM,-71.500000,35.666670
Yamato 791524,H4,0.68,01/01/1979 12:00:00 AM,-71.500000,35.666670
Yamato 791525,L6,0.71,01/01/1979 12:00:00 AM,-71.500000,35.666670
Yamato 791526,H6,6.47,01/01/1979 12:00:00 AM,-71.500000,35.666670
Yamato 791527,H4,4.14,01/01/1979 12:00:00 AM,-71.500000,35.666670
Yamato 791528,L4,1.4,01/01/1979 12:00:00 AM,-71.500000,35.666670
Yamato 791529,L6,0.77,01/01/1979 12:00:00 AM,-71.500000,35.666670
Yamato 791531,L5,77.92,01/01/1979 12:00:00 AM,-71.500000,35.666670
Yamato 791532,L5,28.31,01/01/1979 12:00:00 AM,-71.500000,35.666670
Yamato 791535,H4,15.52,01/01/1979 12:00:00 AM,-71.500000,35.666670
Yamato 791536,LL6,839,01/01/1979 12:00:00 AM,-71.500000,35.666670
Yamato 791537,H3.6,66.180000000000007,01/01/1979 12:00:00 AM,-71.500000,35.666670
Yamato 791538,Ureilite,419.03,01/01/1979 12:00:00 AM,-71.500000,35.666670
Yamato 791539,LL,1907,01/01/1979 12:00:00 AM,-71.500000,35.666670
Yamato 791540,LL,9.949999999999999,01/01/1979 12:00:00 AM,-71.500000,35.666670
Yamato 791541,LL,5.79,01/01/1979 12:00:00 AM,-71.500000,35.666670
Yamato 791542,LL,2.44,01/01/1979 12:00:00 AM,-71.500000,35.666670
Yamato 791543,LL,0.99,01/01/1979 12:00:00 AM,-71.500000,35.666670
Yamato 791544,H6,1.58,01/01/1979 12:00:00 AM,-71.500000,35.666670
Yamato 791545,L4,195.17,01/01/1979 12:00:00 AM,-71.500000,35.666670
Yamato 791546,H4,76.87,01/01/1979 12:00:00 AM,-71.500000,35.666670
Yamato 791547,H4,2.92,01/01/1979 12:00:00 AM,-71.500000,35.666670
Yamato 791548,H4,2.1,01/01/1979 12:00:00 AM,-71.500000,35.666670
Yamato 791549,H4,1.9,01/01/1979 12:00:00 AM,-71.500000,35.666670
Yamato 791550,H4,1.17,01/01/1979 12:00:00 AM,-71.500000,35.666670
Yamato 791555,H6,1.06,01/01/1979 12:00:00 AM,-71.500000,35.666670
