name,recclass,mass (g),year,reclat,reclong
Asuka 881047,H4,38.700000000000003,01/01/1988 12:00:00 AM,-72.000000,26.000000
Asuka 881049,H4,21.79,01/01/1988 12:00:00 AM,-72.000000,26.000000
Asuka 881051,H4,54.8,01/01/1988 12:00:00 AM,-72.000000,26.000000
Asuka 881052,L6,130.07,01/01/1988 12:00:00 AM,-72.000000,26.000000
Asuka 881053,H4,45.06,01/01/1988 12:00:00 AM,-72.000000,26.000000
Asuka 881054,H6,65.84,01/01/1988 12:00:00 AM,-72.000000,26.000000
Asuka 881055,H4,74.569999999999993,01/01/1988 12:00:00 AM,-72.000000,26.000000
Asuka 881057,H5,182.01,01/01/1988 12:00:00 AM,-72.000000,26.000000
Asuka 881058,H4,393.47,01/01/1988 12:00:00 AM,-72.000000,26.000000
Asuka 881059,H4,962.5,01/01/1988 12:00:00 AM,-72.000000,26.000000
Asuka 881061,H4,1244.18,01/01/1988 12:00:00 AM,-72.000000,26.000000
Asuka 881062,H4,91.49,01/01/1988 12:00:00 AM,-72.000000,26.000000
Asuka 881063,H6,78.86,01/01/1988 12:00:00 AM,-72.000000,26.000000
Asuka 881064,L6,53.29,01/01/1988 12:00:00 AM,-72.000000,26.000000
Asuka 881065,H5,41.74,01/01/1988 12:00:00 AM,-72.000000,26.000000
Asuka 881066,H,144.68,01/01/1988 12:00:00 AM,-72.000000,26.000000
Asuka 881067,L6,627.34,01/01/1988 12:00:00 AM,-72.000000,26.000000
Asuka 881068,H4,23.84,01/01/1988 12:00:00 AM,-72.000000,26.000000
Asuka 881069,H3.7,32.75,01/01/1988 12:00:00 AM,-72.000000,26.000000
Asuka 881070,Eucrite-br,57.96,01/01/1988 12:00:00 AM,-72.000000,26.000000
Asuka 881071,H4,52.07,01/01/1988 12:00:00 AM,-72.000000,26.000000
Asuka 881072,H,87.38,01/01/1988 12:00:00 AM,-72.000000,26.000000
Asuka 881073,H5,3437,01/01/1988 12:00:00 AM,-72.000000,26.000000
Asuka 881074,L5,111.53,01/01/1988 12:00:00 AM,-72.000000,26.000000
Asuka 881075,H,1015.56,01/01/1988 12:00:00 AM,-72.000000,26.000000
Asuka 881076,H4,107.71,01/01/1988 12:00:00 AM,-72.000000,26.000000
Asuka 881077,LL3.6,136.44,01/01/1988 12:00:00 AM,-72.000000,26.000000
Asuka 881078,H4,58.95,01/01/1988 12:00:00 AM,-72.000000,26.000000
Asuka 881079,L3.8,44.34,01/01/1988 12:00:00 AM,-72.000000,26.000000
Asuka 881080,H3.7,229.36,01/01/1988 12:00:00 AM,-72.000000,26.000000
Asuka 881081,H4,53.49,01/01/1988 12:00:00 AM,-72.000000,26.000000
Asuka 881082,H4,24.21,01/01/1988 12:00:00 AM,-72.000000,26.000000
Asuka 881083,H3.1,176.27,01/01/1988 12:00:00 AM,-72.000000,26.000000
Asuka 881084,H5,76.44,01/01/1988 12:00:00 AM,-72.000000,26.000000
Asuka 881085,H4,82.45,01/01/1988 12:00:00 AM,-72.000000,26.000000
Asuka 881086,H4,23.99,01/01/1988 12:00:00 AM,-72.000000,26.000000
Asuka 881087,H4,269.10000000000002,01/01/1988 12:00:00 AM,-72.000000,26.000000
Asuka 881088,L3.2,97.07,01/01/1988 12:00:00 AM,-72.000000,26.000000
Asuka 881089,L6,9.9,01/01/1988 12:00:00 AM,-72.000000,26.000000
Asuka 881090,L3.1,142.79,01/01/1988 12:00:00 AM,-72.000000,26.000000
Asuka 881091,L6,1049.54,01/01/1988 12:00:00 AM,-72.000000,26.000000
Asuka 881092,L3,4188,01/01/1988 12:00:00 AM,-72.000000,26.000000
Asuka 881093,H3.7,26.32,01/01/1988 12:00:00 AM,-72.000000,26.000000
Asuka 881095,L5,64.819999999999993,01/01/1988 12:00:00 AM,-72.000000,26.000000
Asuka 881096,L3.1,285.52,01/01/1988 12:00:00 AM,-72.000000,26.000000
Asuka 881097,H4,97.64,01/01/1988 12:00:00 AM,-72.000000,26.000000
Asuka 881098,L6,54.21,01/01/1988 12:00:00 AM,-72.000000,26.000000
Asuka 881099,CO3,98.35,01/01/1988 12:00:00 AM,-72.000000,26.000000
Asuka 881100,L6,52.01,01/01/1988 12:00:00 AM,-72.000000,26.000000
Asuka 881101,LL4,204.18,01/01/1988 12:00:00 AM,-72.000000,26.000000
Asuka 881103,H5,181.88,01/01/1988 12:00:00 AM,-72.000000,26.000000
Asuka 881104,H5,82.59,01/01/1988 12:00:00 AM,-72.000000,26.000000
Asuka 881105,LL3.9,89.59,01/01/1988 12:00:00 AM,-72.000000,26.000000
Asuka 881106,H5,22.58,01/01/1988 12:00:00 AM,-72.000000,26.000000
Asuka 881107,H5,83.47,01/01/1988 12:00:00 AM,-72.000000,26.000000
Asuka 881108,H5,58.72,01/01/1988 12:00:00 AM,-72.000000,26.000000
Asuka 881109,H5,47.25,01/01/1988 12:00:00 AM,-72.000000,26.000000
Asuka 881110,H5,43.5,01/01/1988 12:00:00 AM,-72.000000,26.000000
Asuka 881112,H4,60.63,01/01/1988 12:00:00 AM,-72.000000,26.000000
Asuka 881113,H5,23.72,01/01/1988 12:00:00 AM,-72.000000,26.000000
Asuka 881114,Diogenite,37.9,01/01/1988 12:00:00 AM,-72.000000,26.000000
Asuka 881115,H6,53.08,01/01/1988 12:00:00 AM,-72.000000,26.000000
Asuka 881116,L5,62.18,01/01/1988 12:00:00 AM,-72.000000,26.000000
Asuka 881117,H4,37.5,01/01/1988 12:00:00 AM,-72.000000,26.000000
Asuka 881118,H4,32.159999999999997,01/01/1988 12:00:00 AM,-72.000000,26.000000
Asuka 881120,H5,326.76,01/01/1988 12:00:00 AM,-72.000000,26.000000
Asuka 881121,H5,49.52,01/01/1988 12:00:00 AM,-72.000000,26.000000
Asuka 881122,H4,25.56,01/01/1988 12:00:00 AM,-72.000000,26.000000
Asuka 881123,H,30.23,01/01/1988 12:00:00 AM,-72.000000,26.000000
Asuka 881124,L3.5,1136.8,01/01/1988 12:00:00 AM,-72.000000,26.000000
Asuka 881125,L3.1,403.02,01/01/1988 12:00:00 AM,-72.000000,26.000000
Asuka 881126,L6,140.13999999999999,01/01/1988 12:00:00 AM,-72.000000,26.000000
Asuka 881127,L6,161.93,01/01/1988 12:00:00 AM,-72.000000,26.000000
Asuka 881128,L6,75.040000000000006,01/01/1988 12:00:00 AM,-72.000000,26.000000
Asuka 881129,H4,58.55,01/01/1988 12:00:00 AM,-72.000000,26.000000
Asuka 881130,H4,44.69,01/01/1988 12:00:00 AM,-72.000000,26.000000
Asuka 881131,H5,374.2,01/01/1988 12:00:00 AM,-72.000000,26.000000
Asuka 881132,H4,89.94,01/01/1988 12:00:00 AM,-72.000000,26.000000
Asuka 881133,H,129.13999999999999,01/01/1988 12:00:00 AM,-72.000000,26.000000
Asuka 881135,H4,123.9,01/01/1988 12:00:00 AM,-72.000000,26.000000
Asuka 881136,H4,19.04,01/01/1988 12:00:00 AM,-72.000000,26.000000
Asuka 881137,H6,43.59,01/01/1988 12:00:00 AM,-72.000000,26.000000
Asuka 881139,L6,403.91,01/01/1988 12:00:00 AM,-72.000000,26.000000
Asuka 881140,L3,229.85,01/01/1988 12:00:00 AM,-72.000000,26.000000
Asuka 881141,H6,25.02,01/01/1988 12:00:00 AM,-72.000000,26.000000
Asuka 881142,L5,373.53,01/01/1988 12:00:00 AM,-72.000000,26.000000
Asuka 881143,H4,181.78,01/01/1988 12:00:00 AM,-72.000000,26.000000
Asuka 881144,H4,306.20999999999998,01/01/1988 12:00:00 AM,-72.000000,26.000000
Asuka 881145,L6,340.31,01/01/1988 12:00:00 AM,-72.000000,26.000000
Asuka 881146,LL3.9,1989.35,01/01/1988 12:00:00 AM,-72.000000,26.000000
Asuka 881147,H5,32.049999999999997,01/01/1988 12:00:00 AM,-72.000000,26.000000
Asuka 881148,H5,72.260000000000005,01/01/1988 12:00:00 AM,-72.000000,26.000000
Asuka 881150,L5,225.27,01/01/1988 12:00:00 AM,-72.000000,26.000000
Asuka 881151,H6,204.42,01/01/1988 12:00:00 AM,-72.000000,26.000000
Asuka 881153,H6,86.7,01/01/1988 12:00:00 AM,-72.000000,26.000000
Asuka 881154,Mesosiderite,688.13,01/01/1988 12:00:00 AM,-72.000000,26.000000
Asuka 881155,H6,74.099999999999994,01/01/1988 12:00:00 AM,-72.000000,26.000000
Asuka 881156,H6,63.46,01/01/1988 12:00:00 AM,-72.000000,26.000000
Asuka 881157,H4,387.61,01/01/1988 12:00:00 AM,-72.000000,26.000000
Asuka 881158,H4,45.18,01/01/1988 12:00:00 AM,-72.000000,26.000000
Asuka 881159,H5,23.63,01/01/1988 12:00:00 AM,-72.000000,26.000000
Asuka 881160,H4,107.16,01/01/1988 12:00:00 AM,-72.000000,26.000000
Asuka 881161,H3,19.52,01/01/1988 12:00:00 AM,-72.000000,26.000000
Asuka 881162,LL3,69.400000000000006,01/01/1988 12:00:00 AM,-72.000000,26.000000
Asuka 881163,L6,111.77,01/01/1988 12:00:00 AM,-72.000000,26.000000
Asuka 881165,H4,59.98,01/01/1988 12:00:00 AM,-72.000000,26.000000
Asuka 881166,L3,340.69,01/01/1988 12:00:00 AM,-72.000000,26.000000
Asuka 881167,L3,243.55,01/01/1988 12:00:00 AM,-72.000000,26.000000
Asuka 881169,H4,24.92,01/01/1988 12:00:00 AM,-72.000000,26.000000
Asuka 881170,Howardite,26.41,01/01/1988 12:00:00 AM,-72.000000,26.000000
Asuka 881171,LL4,68.16,01/01/1988 12:00:00 AM,-72.000000,26.000000
Asuka 881172,H4,88.93,01/01/1988 12:00:00 AM,-72.000000,26.000000
Asuka 881173,H3,20.51,01/01/1988 12:00:00 AM,-72.000000,26.000000
Asuka 881174,H3,64.69,01/01/1988 12:00:00 AM,-72.000000,26.000000
Asuka 881175,LL4,64.84,01/01/1988 12:00:00 AM,-72.000000,26.000000
Asuka 881176,H4,32.43,01/01/1988 12:00:00 AM,-72.000000,26.000000
Asuka 881177,H6,252.05,01/01/1988 12:00:00 AM,-72.000000,26.000000
Cumulus Hills 04063,Pallasite,6188.3,01/01/2003 12:00:00 AM,,
Asuka 881178,H,84.87,01/01/1988 12:00:00 AM,-72.000000,26.000000
Asuka 881180,H5,73.33,01/01/1988 12:00:00 AM,-72.000000,26.000000
Asuka 881181,L3,198.3,01/01/1988 12:00:00 AM,-72.000000,26.000000
Asuka 881182,H4,16.21,01/01/1988 12:00:00 AM,-72.000000,26.000000
Asuka 881183,L3,114.03,01/01/1988 12:00:00 AM,-72.000000,26.000000
Asuka 881185,L3,362.2,01/01/1988 12:00:00 AM,-72.000000,26.000000
Asuka 881186,H3,29.23,01/01/1988 12:00:00 AM,-72.000000,26.000000
Asuka 881187,H4,49.3,01/01/1988 12:00:00 AM,-72.000000,26.000000
Asuka 881189,L6,63.97,01/01/1988 12:00:00 AM,-72.000000,26.000000
Asuka 881190,L3,193.35,01/01/1988 12:00:00 AM,-72.000000,26.000000
Asuka 881191,H5,92.81,01/01/1988 12:00:00 AM,-72.000000,26.000000
Asuka 881192,H5,83.34,01/01/1988 12:00:00 AM,-72.000000,26.000000
Asuka 881193,L3,15.05,01/01/1988 12:00:00 AM,-72.000000,26.000000
Asuka 881196,L3,29.01,01/01/1988 12:00:00 AM,-72.000000,26.000000
Asuka 881198,H6,11.66,01/01/1988 12:00:00 AM,-72.000000,26.000000
Asuka 881199,LL3.4,604.30999999999995,01/01/1988 12:00:00 AM,-72.000000,26.000000
Asuka 881200,H4,127.17,01/01/1988 12:00:00 AM,-72.000000,26.000000
Asuka 881201,H4,15.25,01/01/1988 12:00:00 AM,-72.000000,26.000000
Asuka 881202,H4,46.94,01/01/1988 12:00:00 AM,-72.000000,26.000000
Asuka 881203,H6,15.78,01/01/1988 12:00:00 AM,-72.000000,26.000000
Asuka 881204,L6,587.05999999999995,01/01/1988 12:00:00 AM,-72.000000,26.000000
Asuka 881205,H6,31.09,01/01/1988 12:00:00 AM,-72.000000,26.000000
Asuka 881206,H4,793.12,01/01/1988 12:00:00 AM,-72.000000,26.000000
Asuka 881207,H5,20.079999999999998,01/01/1988 12:00:00 AM,-72.000000,26.000000
Asuka 881208,H6,344.69,01/01/1988 12:00:00 AM,-72.000000,26.000000
Asuka 881209,H5,152.34,01/01/1988 12:00:00 AM,-72.000000,26.000000
Asuka 881210,Diogenite,40.159999999999997,01/01/1988 12:00:00 AM,-72.000000,26.000000
Asuka 881212,H3.6,97.5,01/01/1988 12:00:00 AM,-72.000000,26.000000
Asuka 881213,H6,146.28,01/01/1988 12:00:00 AM,-72.000000,26.000000
Asuka 881214,H4,111.24,01/01/1988 12:00:00 AM,-72.000000,26.000000
Asuka 881215,L6,233.84,01/01/1988 12:00:00 AM,-72.000000,26.000000
Asuka 881216,H3.7,119.32,01/01/1988 12:00:00 AM,-72.000000,26.000000
Asuka 881217,H4,311,01/01/1988 12:00:00 AM,-72.000000,26.000000
Asuka 881218,H4,28,01/01/1988 12:00:00 AM,-72.000000,26.000000
Asuka 881219,H4,83.29,01/01/1988 12:00:00 AM,-72.000000,26.000000
Asuka 881220,Ureilite,48.97,01/01/1988 12:00:00 AM,-72.000000,26.000000
Asuka 881221,Eucrite,23.53,01/01/1988 12:00:00 AM,-72.000000,26.000000
Asuka 881222,H5,121.55,01/01/1988 12:00:00 AM,-72.000000,26.000000
Asuka 881223,H5,379.74,01/01/1988 12:00:00 AM,-72.000000,26.000000
Asuka 881224,H4,34.119999999999997,01/01/1988 12:00:00 AM,-72.000000,26.000000
Asuka 881225,L4,452.33,01/01/1988 12:00:00 AM,-72.000000,26.000000
Asuka 881226,H6,88.49,01/01/1988 12:00:00 AM,-72.000000,26.000000
Asuka 881227,H5,91.54,01/01/1988 12:00:00 AM,-72.000000,26.000000
Asuka 881228,H6,67.98,01/01/1988 12:00:00 AM,-72.000000,26.000000
Asuka 881229,L4,1321.22,01/01/1988 12:00:00 AM,-72.000000,26.000000
Asuka 881230,H6,526.24,01/01/1988 12:00:00 AM,-72.000000,26.000000
Cumulus Hills 04064,Pallasite,19195,01/01/2003 12:00:00 AM,,
Asuka 881231,H4,44.82,01/01/1988 12:00:00 AM,-72.000000,26.000000
Asuka 881232,L6,24.66,01/01/1988 12:00:00 AM,-72.000000,26.000000
Asuka 881233,L6,233.16,01/01/1988 12:00:00 AM,-72.000000,26.000000
Asuka 881235,H4,47.24,01/01/1988 12:00:00 AM,-72.000000,26.000000
Asuka 881236,H3.1,198.93,01/01/1988 12:00:00 AM,-72.000000,26.000000
Asuka 881237,H6,102.79,01/01/1988 12:00:00 AM,-72.000000,26.000000
Asuka 881238,H5,22.02,01/01/1988 12:00:00 AM,-72.000000,26.000000
Asuka 881239,Diogenite,42.35,01/01/1988 12:00:00 AM,-72.000000,26.000000
Asuka 881240,H3.7,49.11,01/01/1988 12:00:00 AM,-72.000000,26.000000
Asuka 881241,L4,403.41,01/01/1988 12:00:00 AM,-72.000000,26.000000
Asuka 881242,H3.7,15.16,01/01/1988 12:00:00 AM,-72.000000,26.000000
Asuka 881243,H5,124.18,01/01/1988 12:00:00 AM,-72.000000,26.000000
Asuka 881244,L3.0,164.11,01/01/1988 12:00:00 AM,-72.000000,26.000000
Asuka 881245,H5,217.62,01/01/1988 12:00:00 AM,-72.000000,26.000000
Asuka 881246,H4,57.07,01/01/1988 12:00:00 AM,-72.000000,26.000000
Asuka 881247,EL6,22.5,01/01/1988 12:00:00 AM,-72.000000,26.000000
Asuka 881248,H4,70.209999999999994,01/01/1988 12:00:00 AM,-72.000000,26.000000
Asuka 881249,H3.7,582.25,01/01/1988 12:00:00 AM,-72.000000,26.000000
Asuka 881250,H4,128.03,01/01/1988 12:00:00 AM,-72.000000,26.000000
Asuka 881251,H4,19.21,01/01/1988 12:00:00 AM,-72.000000,26.000000
Asuka 881253,H4,71.05,01/01/1988 12:00:00 AM,-72.000000,26.000000
Asuka 881254,H4,23.91,01/01/1988 12:00:00 AM,-72.000000,26.000000
Asuka 881255,H5,21.69,01/01/1988 12:00:00 AM,-72.000000,26.000000
Asuka 881256,CO3,46.77,01/01/1988 12:00:00 AM,-72.000000,26.000000
Asuka 881257,LL6,74.739999999999995,01/01/1988 12:00:00 AM,-72.000000,26.000000
Asuka 881258,H3.0,274.08999999999997,01/01/1988 12:00:00 AM,-72.000000,26.000000
Asuka 881259,H4,79.16,01/01/1988 12:00:00 AM,-72.000000,26.000000
Asuka 881260,H4,49.68,01/01/1988 12:00:00 AM,-72.000000,26.000000
Asuka 881261,H5,62.94,01/01/1988 12:00:00 AM,-72.000000,26.000000
Asuka 881262,H4,88.13,01/01/1988 12:00:00 AM,-72.000000,26.000000
Asuka 881263,H3.7,133.47999999999999,01/01/1988 12:00:00 AM,-72.000000,26.000000
Asuka 881264,LL4,17.93,01/01/1988 12:00:00 AM,-72.000000,26.000000
Asuka 881265,L6,712.03,01/01/1988 12:00:00 AM,-72.000000,26.000000
Asuka 881266,L6,156.38,01/01/1988 12:00:00 AM,-72.000000,26.000000
Asuka 881267,H4,60.49,01/01/1988 12:00:00 AM,-72.000000,26.000000
Asuka 881268,H5,105.3,01/01/1988 12:00:00 AM,-72.000000,26.000000
Asuka 881269,H4,84.13,01/01/1988 12:00:00 AM,-72.000000,26.000000
Asuka 881270,H4,97.35,01/01/1988 12:00:00 AM,-72.000000,26.000000
Asuka 881271,H6,53.97,01/01/1988 12:00:00 AM,-72.000000,26.000000
Asuka 881273,L6,87.27,01/01/1988 12:00:00 AM,-72.000000,26.000000
Asuka 881274,H4,107.41,01/01/1988 12:00:00 AM,-72.000000,26.000000
Asuka 881275,H4,140.11000000000001,01/01/1988 12:00:00 AM,-72.000000,26.000000
Asuka 881276,H5,31.84,01/01/1988 12:00:00 AM,-72.000000,26.000000
Asuka 881277,CK5,129.57,01/01/1988 12:00:00 AM,-72.000000,26.000000
Asuka 881279,CO3,38.299999999999997,01/01/1988 12:00:00 AM,-72.000000,26.000000
Asuka 881280,CM2,48.47,01/01/1988 12:00:00 AM,-72.000000,26.000000
Asuka 881281,L6,27.2,01/01/1988 12:00:00 AM,-72.000000,26.000000
Asuka 881282,L6,215.96,01/01/1988 12:00:00 AM,-72.000000,26.000000
Asuka 881283,H3.0,161.56,01/01/1988 12:00:00 AM,-72.000000,26.000000
Asuka 881285,H6,96.91,01/01/1988 12:00:00 AM,-72.000000,26.000000
Asuka 881286,H4,39.06,01/01/1988 12:00:00 AM,-72.000000,26.000000
Asuka 881287,LL3.9,48.92,01/01/1988 12:00:00 AM,-72.000000,26.000000
Asuka 881288,H4,60.98,01/01/1988 12:00:00 AM,-72.000000,26.000000
Asuka 881289,LL6,131.53,01/01/1988 12:00:00 AM,-72.000000,26.000000
Asuka 881291,H5,20.68,01/01/1988 12:00:00 AM,-72.000000,26.000000
Asuka 881292,LL6,67.53,01/01/1988 12:00:00 AM,-72.000000,26.000000
Asuka 881293,H4,92.91,01/01/1988 12:00:00 AM,-72.000000,26.000000
Asuka 881294,L3.7,30.72,01/01/1988 12:00:00 AM,-72.000000,26.000000
Asuka 881295,H4,11.19,01/01/1988 12:00:00 AM,-72.000000,26.000000
Asuka 881296,H4,15.08,01/01/1988 12:00:00 AM,-72.000000,26.000000
Asuka 881297,H5,22.8,01/01/1988 12:00:00 AM,-72.000000,26.000000
Asuka 881298,H3.7,123.21,01/01/1988 12:00:00 AM,-72.000000,26.000000
Asuka 881299,H4,30.85,01/01/1988 12:00:00 AM,-72.000000,26.000000
Asuka 881300,H5,46.29,01/01/1988 12:00:00 AM,-72.000000,26.000000
Asuka 881303,H5,23.12,01/01/1988 12:00:00 AM,-72.000000,26.000000
Asuka 881304,L5,12.42,01/01/1988 12:00:00 AM,-72.000000,26.000000
Asuka 881305,H6,72.78,01/01/1988 12:00:00 AM,-72.000000,26.000000
Asuka 881306,L5,67.959999999999994,01/01/1988 12:00:00 AM,-72.000000,26.000000
Asuka 881309,H3.7,14.62,01/01/1988 12:00:00 AM,-72.000000,26.000000
Asuka 881310,LL6,28.37,01/01/1988 12:00:00 AM,-72.000000,26.000000
Asuka 881311,H5,51.16,01/01/1988 12:00:00 AM,-72.000000,26.000000
Asuka 881313,LL3.8,19.260000000000002,01/01/1988 12:00:00 AM,-72.000000,26.000000
Asuka 881314,EL3,24.23,01/01/1988 12:00:00 AM,-72.000000,26.000000
Asuka 881315,LL6,13.4,01/01/1988 12:00:00 AM,-72.000000,26.000000
Asuka 881317,CV3,57.29,01/01/1988 12:00:00 AM,-72.000000,26.000000
Asuka 881318,H5,82.71,01/01/1988 12:00:00 AM,-72.000000,26.000000
Asuka 881320,L3.8,20.149999999999999,01/01/1988 12:00:00 AM,-72.000000,26.000000
Asuka 881323,H6,30.62,01/01/1988 12:00:00 AM,-72.000000,26.000000
Asuka 881324,L3.7,179.65,01/01/1988 12:00:00 AM,-72.000000,26.000000
Asuka 881326,L6,20.329999999999998,01/01/1988 12:00:00 AM,-72.000000,26.000000
Asuka 881327,LL3,31.15,01/01/1988 12:00:00 AM,-72.000000,26.000000
Asuka 881328,LL3.2,13.09,01/01/1988 12:00:00 AM,-72.000000,26.000000
Asuka 881329,H3.4,39.25,01/01/1988 12:00:00 AM,-72.000000,26.000000
Asuka 881330,H6,14.99,01/01/1988 12:00:00 AM,-72.000000,26.000000
Asuka 881331,H4,32.853999999999999,01/01/1988 12:00:00 AM,-72.000000,26.000000
Asuka 881332,H4,134.72,01/01/1988 12:00:00 AM,-72.000000,26.000000
Asuka 881334,CM2,34.049999999999997,01/01/1988 12:00:00 AM,-72.000000,26.000000
Asuka 881337,H4,62.09,01/01/1988 12:00:00 AM,-72.000000,26.000000
Asuka 881338,H4,11.33,01/01/1988 12:00:00 AM,-72.000000,26.000000
Asuka 881339,H5,21.25,01/01/1988 12:00:00 AM,-72.000000,26.000000
Asuka 881340,H3,14.91,01/01/1988 12:00:00 AM,-72.000000,26.000000
Asuka 881341,H3.8,32.380000000000003,01/01/1988 12:00:00 AM,-72.000000,26.000000
Asuka 881342,H4,58.46,01/01/1988 12:00:00 AM,-72.000000,26.000000
Asuka 881344,LL3.7,18.32,01/01/1988 12:00:00 AM,-72.000000,26.000000
Asuka 881345,H5,17.13,01/01/1988 12:00:00 AM,-72.000000,26.000000
Asuka 881346,L6,173.32,01/01/1988 12:00:00 AM,-72.000000,26.000000
Asuka 881348,L3.8,68.33,01/01/1988 12:00:00 AM,-72.000000,26.000000
Asuka 881350,L3.7,52.22,01/01/1988 12:00:00 AM,-72.000000,26.000000
Asuka 881352,L6,18.72,01/01/1988 12:00:00 AM,-72.000000,26.000000
Asuka 881354,L6,726.09,01/01/1988 12:00:00 AM,-72.000000,26.000000
Asuka 881355,H6,122.76,01/01/1988 12:00:00 AM,-72.000000,26.000000
Asuka 881356,L6,1403.55,01/01/1988 12:00:00 AM,-72.000000,26.000000
Asuka 881357,L/LL3.4,59.11,01/01/1988 12:00:00 AM,-72.000000,26.000000
Asuka 881358,H4,42.27,01/01/1988 12:00:00 AM,-72.000000,26.000000
Asuka 881359,H5,14.93,01/01/1988 12:00:00 AM,-72.000000,26.000000
Asuka 881360,H5,66.48,01/01/1988 12:00:00 AM,-72.000000,26.000000
Asuka 881361,H4,50.67,01/01/1988 12:00:00 AM,-72.000000,26.000000
Asuka 881363,L4,105.42,01/01/1988 12:00:00 AM,-72.000000,26.000000
Asuka 881365,H4,277.04000000000002,01/01/1988 12:00:00 AM,-72.000000,26.000000
Asuka 881366,L6,13.33,01/01/1988 12:00:00 AM,-72.000000,26.000000
Asuka 881367,H4,17.510000000000002,01/01/1988 12:00:00 AM,-72.000000,26.000000
Asuka 881370,Diogenite,0.9,01/01/1988 12:00:00 AM,-72.000000,26.000000
Asuka 881371,Angrite,11.27,01/01/1988 12:00:00 AM,-72.000000,26.000000
Asuka 881372,L6,102.09,01/01/1988 12:00:00 AM,-72.000000,26.000000
Asuka 881373,L6,135.19,01/01/1988 12:00:00 AM,-72.000000,26.000000
Asuka 881374,H3.6,44.95,01/01/1988 12:00:00 AM,-72.000000,26.000000
Asuka 881375,L5,173.54,01/01/1988 12:00:00 AM,-72.000000,26.000000
Asuka 881376,H4,429.67,01/01/1988 12:00:00 AM,-72.000000,26.000000
Asuka 881377,Diogenite,214.9,01/01/1988 12:00:00 AM,-72.000000,26.000000
Asuka 881378,H4,17.61,01/01/1988 12:00:00 AM,-72.000000,26.000000
Asuka 881379,L6,33.68,01/01/1988 12:00:00 AM,-72.000000,26.000000
Asuka 881380,H4,1202.08,01/01/1988 12:00:00 AM,-72.000000,26.000000
Asuka 881381,L3.3,477.91,01/01/1988 12:00:00 AM,-72.000000,26.000000
Asuka 881382,H3.5,22.05,01/01/1988 12:00:00 AM,-72.000000,26.000000
Asuka 881383,H4,212.35,01/01/1988 12:00:00 AM,-72.000000,26.000000
Asuka 881385,L6,313.86,01/01/1988 12:00:00 AM,-72.000000,26.000000
Asuka 881386,H3.8,21.57,01/01/1988 12:00:00 AM,-72.000000,26.000000
Asuka 881387,H3.8,24.37,01/01/1988 12:00:00 AM,-72.000000,26.000000
Asuka 881388,Eucrite-mmict,16.920000000000002,01/01/1988 12:00:00 AM,-72.000000,26.000000
Asuka 881389,L6,47.33,01/01/1988 12:00:00 AM,-72.000000,26.000000
Asuka 881390,H4,456.13,01/01/1988 12:00:00 AM,-72.000000,26.000000
Asuka 881391,H4,30.46,01/01/1988 12:00:00 AM,-72.000000,26.000000
Asuka 881392,H6,51.49,01/01/1988 12:00:00 AM,-72.000000,26.000000
Asuka 881394,Eucrite-cm,70.92,01/01/1988 12:00:00 AM,-72.000000,26.000000
Asuka 881395,L6,2140.9299999999998,01/01/1988 12:00:00 AM,-72.000000,26.000000
Asuka 881396,H4,141.38,01/01/1988 12:00:00 AM,-72.000000,26.000000
Asuka 881397,LL3.3,38.5,01/01/1988 12:00:00 AM,-72.000000,26.000000
Asuka 881399,L3.3,18.309999999999999,01/01/1988 12:00:00 AM,-72.000000,26.000000
Asuka 881400,H3.8,698.02,01/01/1988 12:00:00 AM,-72.000000,26.000000
Asuka 881401,L6,10.38,01/01/1988 12:00:00 AM,-72.000000,26.000000
Asuka 881402,L3.8,74.11,01/01/1988 12:00:00 AM,-72.000000,26.000000
Asuka 881403,Eucrite,12.69,01/01/1988 12:00:00 AM,-72.000000,26.000000
Asuka 881404,L6,330.11,01/01/1988 12:00:00 AM,-72.000000,26.000000
Asuka 881405,L3.8,88.17,01/01/1988 12:00:00 AM,-72.000000,26.000000
Asuka 881406,EH3,16.489999999999998,01/01/1988 12:00:00 AM,-72.000000,26.000000
Asuka 881407,H4,307.27999999999997,01/01/1988 12:00:00 AM,-72.000000,26.000000
Asuka 881408,LL3.5,24.86,01/01/1988 12:00:00 AM,-72.000000,26.000000
Asuka 881410,H6,12.35,01/01/1988 12:00:00 AM,-72.000000,26.000000
Asuka 881411,H3.7,56.93,01/01/1988 12:00:00 AM,-72.000000,26.000000
Asuka 881412,L3.7,43.65,01/01/1988 12:00:00 AM,-72.000000,26.000000
Asuka 881413,Eucrite-br,16.46,01/01/1988 12:00:00 AM,-72.000000,26.000000
Asuka 881414,H4,50.17,01/01/1988 12:00:00 AM,-72.000000,26.000000
Asuka 881415,H4,63.19,01/01/1988 12:00:00 AM,-72.000000,26.000000
Asuka 881416,H4,48.69,01/01/1988 12:00:00 AM,-72.000000,26.000000
Asuka 881418,LL3.9,26.5,01/01/1988 12:00:00 AM,-72.000000,26.000000
Asuka 881420,H3.9,29.36,01/01/1988 12:00:00 AM,-72.000000,26.000000
Asuka 881421,H4,401.7,01/01/1988 12:00:00 AM,-72.000000,26.000000
Asuka 881424,H5,17.71,01/01/1988 12:00:00 AM,-72.000000,26.000000
Asuka 881425,H5,13.37,01/01/1988 12:00:00 AM,-72.000000,26.000000
